"person_id","Name","birth_year","death_year","ceda_id","Target","first_year","last_year"
314,Hermann Burmeister,"1,807","1,892",4,ASL,1864,1871
316,Samuel Burton,NA,NA,4,ASL,1864,1867
317,Johann Karl Eduard Buschmann,"1,805","1,880",4,ASL,1863,1871
319,William John Busteed,"1,836","1,914",4,ASL,1866,1871
320,Henry Butler,"1,838",NA,4,ASL,1864,1871
321,James Butler,NA,NA,4,ASL,1867,1871
322,Charles Buxton,"1,823","1,871",4,ASL,1864,1866
323,Isaac Byerley,"1,814","1,897",4,ASL,1864,1870
324,George Byham,"1,826",NA,4,ASL,1863,1865
326,John O'Connell Byrne,NA,NA,4,ASL,1866,1867
328,Benjamin Bond Cabbell,"1,782","1,874",4,ASL,1864,1871
330,Henry Callaway,"1,817","1,890",4,ASL,1864,1871
331,Thomas Callaway,"1,822","1,869",4,ASL,1864,1869
332,John Calman,NA,NA,4,ASL,1870,1871
333,Luigi Calori,"1,807","1,896",4,ASL,1871,1871
334,Frank Calvert,"1,828","1,908",4,ASL,1867,1867
335,George Calvert,NA,NA,4,ASL,1866,1867
336,Charles Duncan Cameron,NA,"1,870",4,ASL,1863,1869
338,Francis Campbell,"1,798","1,877",4,ASL,1866,1871
339,George (1) Campbell,"1,824","1,892",4,ASL,1869,1870
341,Henry Campbell,NA,NA,4,ASL,1864,1869
343,James Campbell,NA,NA,4,ASL,1864,1871
345,Montgomery Campbell,NA,NA,4,ASL,1863,1867
346,Robert Campbell,"1,829","1,884",4,ASL,1865,1866
347,T A Campbell,NA,NA,4,ASL,1868,1871
349,Francis Campin,NA,NA,4,ASL,1866,1867
351,Thomas Cannon,NA,NA,4,ASL,1864,1867
352,Jean-Francois Caplin,"1,790","1,872",4,ASL,1864,1869
353,Charles Capper,"1,822","1,869",4,ASL,1864,1866
354,Charles Napoleon de Cardi,"1,844","1,906",4,ASL,1868,1871
355,William D Carey,"1,837","1,917",4,ASL,1865,1871
356,John Burford Carlill,"1,814","1,874",4,ASL,1867,1871
359,Robert Carrington,NA,NA,4,ASL,1867,1867
362,Samuel Cartwright,"1,789","1,864",4,ASL,1863,1871
363,Facundo Carulla,NA,NA,4,ASL,1864,1867
364,Carl Gustav Carus,"1,789","1,869",4,ASL,1863,1869
365,John Cassell,"1,817","1,865",4,ASL,1864,1865
367,Fran̤ois Louis Nompar de Caumont La Force Castelnau,"1,810","1,880",4,ASL,1863,1871
368,Henry James Castle,NA,NA,4,ASL,1866,1869
369,Daniel de Castro,NA,NA,4,ASL,1868,1869
370,George Catlin,"1,796","1,872",4,ASL,1866,1871
372,John Cavafy,"1,838","1,901",4,ASL,1865,1871
374,"Antonio de La, jun Cerda","1,834","1,885",4,ASL,1865,1871
377,John Henry Challis,"1,806","1,880",4,ASL,1865,1871
378,William Chamberlin,NA,NA,4,ASL,1863,1871
379,Charles Harcourt Chambers,"1,826","1,876",4,ASL,1863,1871
381,William Chambers,"1,809","1,882",4,ASL,1864,1871
382,James Champley,NA,"1,888",4,ASL,1866,1871
383,Frank Chance,"1,825","1,897",4,ASL,1864,1871
384,David Charles,"1,812","1,878",4,ASL,1865,1869
385,Edward Charlesworth,"1,813","1,893",4,ASL,1866,1871
386,Henry Charlton,NA,"1,872",4,ASL,1864,1871
390,Samuel Cheetham,"1,827",NA,4,ASL,1866,1869
392,Hendrick Agnis Chignell,"1,833","1,879",4,ASL,1863,1864
394,Robert Caesar Childers,"1,838","1,876",4,ASL,1865,1870
396,Samuel Chinnery,"1,828",NA,4,ASL,1865,1871
397,William Nathan Chipperfield,"1,822","1,873",4,ASL,1865,1871
398,P H Chittenden,NA,NA,4,ASL,1867,1869
406,Henry Clare,NA,NA,4,ASL,1864,1865
407,x Clarendon,"1,800","1,870",4,ASL,1864,1870
409,Henry Clark,NA,NA,4,ASL,1863,1864
412,Henry Wilberforce Clarke,"1,840","1,905",4,ASL,1866,1869
413,Hyde Clarke,"1,815","1,895",4,ASL,1865,1867
416,William Henry Claus,NA,NA,4,ASL,1865,1868
418,T H  Jun Clay,NA,NA,4,ASL,1868,1871
420,John (1) Cleghorn,NA,NA,4,ASL,1869,1871
421,John (2) Cleghorn,NA,NA,4,ASL,1868,1869
422,John Cleland,"1,835",NA,4,ASL,1863,1864
423,William James Clement,"1,802","1,870",4,ASL,1863,1870
425,H Clerk,NA,NA,4,ASL,1864,1871
426,Maurice Philip Clifford,NA,NA,4,ASL,1865,1867
430,F W Coates,NA,NA,4,ASL,1867,1869
431,Henry Coates,NA,NA,4,ASL,1867,1867
434,Frederick Cock,NA,NA,4,ASL,1867,1868
435,John jun Cock,NA,NA,4,ASL,1864,1870
436,W  Spencer Cockings,NA,NA,4,ASL,1863,1866
437,James Coke,NA,NA,4,ASL,1867,1867
438,John Colam,"1,827","1,910",4,ASL,1870,1871
439,W P Colchester,NA,NA,4,ASL,1868,1870
440,Henry Cole,"1,808","1,882",4,ASL,1864,1871
442,Richard Beverley Cole,"1,829","1,901",4,ASL,1864,1871
443,Vicat Cole,"1,833","1,893",4,ASL,1865,1871
445,Edmund Walter Coleman,NA,"1,870",4,ASL,1868,1870
449,John Payne Collier,"1,789","1,883",4,ASL,1864,1868
450,Thomas Collings,"1,798","1,869",4,ASL,1865,1866
452,John Frederick Collingwood,"1,830","1,923",4,ASL,1863,1871
453,S  Edwin Collingwood,NA,NA,4,ASL,1863,1869
455,John (1) Collinson,"1,842","1,922",4,ASL,1866,1871
458,John Congreve,NA,NA,4,ASL,1867,1867
460,Moncure Daniel Conway,"1,832","1,907",4,ASL,1869,1871
461,Samuel John Cooke,NA,NA,4,ASL,1869,1871
462,William Fothergill Cooke,"1,806","1,879",4,ASL,1864,1871
463,William Gifford Cookesley,"1,802","1,880",4,ASL,1865,1866
464,Daniel Cooper,"1,821","1,902",4,ASL,1863,1871
465,Frederick Cooper,NA,NA,4,ASL,1866,1871
466,Holmes Coote,"1,817","1,872",4,ASL,1865,1869
468,H Copham,NA,NA,4,ASL,1863,1865
469,Thomas Copings,NA,NA,4,ASL,1863,1864
470,William C Copperthwaite,"1,809","1,890",4,ASL,1867,1871
472,William Cory,NA,"1,868",4,ASL,1864,1868
473,Frederick William Cosens,"1,819","1,889",4,ASL,1864,1871
474,Handel Cossham,"1,824","1,890",4,ASL,1864,1865
475,F L Cotton,NA,NA,4,ASL,1865,1870
477,Samuel Courtauld,"1,793","1,881",4,ASL,1864,1871
478,F G Courthope,NA,NA,4,ASL,1867,1870
479,J  Jermyn Cowell,NA,NA,4,ASL,1864,1866
480,Joseph jun Cowen,"1,829","1,900",4,ASL,1865,1868
481,Henry Augustus Cowper,NA,NA,4,ASL,1866,1871
482,Irwin Edward Bainbridge Cox,"1,838","1,922",4,ASL,1866,1866
483,J W  Conrad Cox,NA,NA,4,ASL,1864,1869
484,W T Cox,NA,NA,4,ASL,1864,1866
485,James Coxe,"1,811","1,878",4,ASL,1867,1868
486,Arthur Edmund Crafter,"1,838","1,884",4,ASL,1865,1867
487,Henry Valentine Crassweller,NA,NA,4,ASL,1864,1866
488,Thomas William Craster,"1,829","1,888",4,ASL,1867,1869
489,Tom junr Craston,NA,NA,4,ASL,1869,1871
490,Robert Crawford,NA,NA,4,ASL,1868,1869
491,Frederick A B Crawfurd,NA,NA,4,ASL,1866,1866
492,John Crawfurd,"1,783","1,868",4,ASL,1863,1868
498,George Critchett,"1,817","1,882",4,ASL,1864,1869
501,J M Crolly,NA,NA,4,ASL,1863,1867
502,A G Cross,NA,NA,4,ASL,1863,1871
503,Henry Crowley,NA,"1,887",4,ASL,1864,1871
505,George Rayner Croxford,NA,NA,4,ASL,1863,1866
506,Moore A Cuffe,NA,NA,4,ASL,1870,1871
513,Edward Barrett Hodges Curteis,NA,"1,886",4,ASL,1867,1871
514,John Cuthbert,NA,NA,4,ASL,1867,1869
515,John Richmond Cuthbert,NA,"1,901",4,ASL,1863,1871
517,William Barrington D'Almeida,"1,841","1,897",4,ASL,1867,1871
519,Jean Baptiste Julien D'Omalius d'Halloy,"1,783","1,875",4,ASL,1863,1871
520,S J Da Costa,NA,NA,4,ASL,1866,1866
521,x Daa,"1,809","1,877",4,ASL,1866,1871
524,G P Dall,NA,NA,4,ASL,1867,1867
525,Eugene Dally,"1,833","1,887",4,ASL,1864,1871
532,Frederick Whittock Darby,NA,NA,4,ASL,1866,1867
533,Camille Dareste,"1,822","1,899",4,ASL,1863,1871
535,George Russell Dartnell,"1,799","1,878",4,ASL,1867,1871
536,Charles Darwin,"1,809","1,882",4,ASL,1863,1871
539,Arthur Dashwood,NA,NA,4,ASL,1868,1871
540,Samuel Davenport,"1,818","1,906",4,ASL,1866,1869
541,John George Davey,NA,NA,4,ASL,1863,1869
542,John Davidson,NA,NA,4,ASL,1867,1871
543,I Davie,NA,NA,4,ASL,1864,1864
544,F  Drummond Davies,NA,NA,4,ASL,1864,1867
545,Jesse Conway Davies,"1,822",NA,4,ASL,1867,1871
546,William Davies,NA,NA,4,ASL,1869,1871
547,Edmund Francis Davis,"1,845","1,889",4,ASL,1866,1869
548,Frederick E Davis,NA,NA,4,ASL,1866,1866
555,George Dawson,"1,821","1,876",4,ASL,1863,1871
556,Walter F Dawson,NA,NA,4,ASL,1866,1867
558,Samuel Phillips Day,NA,NA,4,ASL,1865,1865
559,John junr De Horne,NA,NA,4,ASL,1863,1866
560,Octave Delepierre,"1,802","1,879",4,ASL,1864,1871
561,Walter Cooper Dendy,"1,794","1,871",4,ASL,1867,1871
563,George Denman,"1,819","1,896",4,ASL,1866,1866
566,x Derby (formerly Stanley),"1,841","1,908",4,ASL,1864,1871
568,Jules Desnoyers,"1,800","1,887",4,ASL,1863,1871
569,Charles William Devis,NA,NA,4,ASL,1865,1868
572,George Dibley,NA,NA,4,ASL,1864,1871
575,Henry Dickman,NA,NA,4,ASL,1863,1869
580,x Diezmann,NA,NA,4,ASL,1868,1868
582,John Dingle,"1,812","1,885",4,ASL,1863,1871
584,Henry Distin,NA,NA,4,ASL,1868,1868
586,Thomas J Dobson,NA,NA,4,ASL,1864,1869
588,William Donald,NA,NA,4,ASL,1866,1867
589,John Donaldson,"1,845","1,865",4,ASL,1863,1865
590,x Donnell,NA,NA,4,ASL,1865,1865
591,Cornelius Donovan,"1,820","1,872",4,ASL,1868,1869
592,Bernard Dorn,"1,805","1,881",4,ASL,1863,1871
593,James Dowie,NA,NA,4,ASL,1863,1868
594,John Langdon H Down,"1,828","1,896",4,ASL,1865,1871
596,Alexander Downing,"1,843","1,907",4,ASL,1868,1871
597,Arthur Edward Downing,NA,NA,4,ASL,1867,1869
598,Washington Downing,NA,NA,4,ASL,1867,1867
600,James T J Doyle,NA,NA,4,ASL,1865,1868
602,D I Drakeford,NA,NA,4,ASL,1866,1871
603,James F Draper,NA,"1,876",4,ASL,1865,1871
605,Robert A Drew,NA,"1,868",4,ASL,1865,1868
606,H Driver,NA,"1,868",4,ASL,1864,1868
607,John Drummond,"1,793","1,875",4,ASL,1864,1871
608,Paul Belloni Du Chaillu,"1,831","1,903",4,ASL,1863,1867
609,C A Du Val,"1,810","1,872",4,ASL,1864,1867
610,Gustaf Von Duben,"1,822","1,892",4,ASL,1867,1871
612,Frederick Duckworth,NA,NA,4,ASL,1866,1869
613,Henry Duckworth,NA,NA,4,ASL,1865,1866
616,R E Dudgeon,"1,820","1,904",4,ASL,1865,1867
617,Reginald R Dudley,NA,NA,4,ASL,1867,1869
618,J R Duggan,"1,903",NA,4,ASL,1863,1867
619,W N Duggan,NA,NA,4,ASL,1866,1869
620,Emile Duhousset,"1,823",NA,4,ASL,1864,1871
621,Conrad C Dumas,"1,832","1,891",4,ASL,1865,1867
622,x Dumon,NA,NA,4,ASL,1866,1871
623,Alexander Duncan,"1,819","1,887",4,ASL,1868,1871
625,Francis Duncan,"1,836","1,888",4,ASL,1867,1871
626,Peter Martin Duncan,"1,824","1,891",4,ASL,1864,1869
629,Alexander Milne Dunlop,"1,841","1,897",4,ASL,1866,1867
630,R H W Dunlop,NA,NA,4,ASL,1867,1869
635,Robert Dyce,"1,798","1,869",4,ASL,1867,1869
637,Robert Eadie,NA,NA,4,ASL,1867,1869
639,William Eassie,"1,832","1,888",4,ASL,1864,1871
641,Alexander Ecker,"1,816","1,887",4,ASL,1867,1871
642,Conrad Eckhard,"1,822","1,905",4,ASL,1863,1871
643,Casper W Eddy,NA,NA,4,ASL,1867,1868
644,Thomas Edmonston,NA,NA,4,ASL,1866,1869
645,J  Passmore Edwards,"1,823","1,911",4,ASL,1869,1870
647,William Edwards-Schneegans,NA,NA,4,ASL,1868,1868
648,Charles William Eeles,NA,NA,4,ASL,1865,1869
653,x Eliot,NA,NA,4,ASL,1867,1867
654,John Ellerton,"1,840","1,923",4,ASL,1865,1869
657,C H  Fairfax Ellis,NA,NA,4,ASL,1867,1871
659,Jonathan W Elmes,NA,NA,4,ASL,1865,1867
662,Joel Emanuel,NA,NA,4,ASL,1865,1866
663,Jacob Epstein,NA,NA,4,ASL,1866,1870
665,Victor Erlanger,"1,840","1,894",4,ASL,1868,1871
667,Adolf Ernst,"1,832","1,899",4,ASL,1865,1871
669,x Euclide,NA,NA,4,ASL,1869,1871
671,Edward Bickerton Evans,"1,819","1,893",4,ASL,1864,1871
672,John Evans,"1,823","1,908",4,ASL,1863,1871
674,Richard Tonson Evanson,"1,800","1,871",4,ASL,1867,1870
676,William Ewart,"1,798","1,869",4,ASL,1864,1865
677,Arthur B Ewen,"1,838",NA,4,ASL,1867,1869
678,Edward John Eyre,"1,815","1,901",4,ASL,1864,1871
679,William Fairbairn,"1,789","1,874",4,ASL,1867,1871
681,R W Fairbank,"1,839","1,890",4,ASL,1866,1868
682,Edmund Farmer,NA,NA,4,ASL,1864,1866
683,x Farquharson,NA,NA,4,ASL,1863,1871
687,J G Faught,NA,NA,4,ASL,1865,1866
689,Frederick Fearon,"1,826",NA,4,ASL,1864,1871
691,Alexis Fedschenko,"1,844","1,873",4,ASL,1865,1871
692,George Edgeworth Fenwick,"1,825","1,894",4,ASL,1863,1871
693,William Ferguson,"1,820","1,887",4,ASL,1863,1866
694,John Fergusson,NA,NA,4,ASL,1867,1867
695,Leopold Ferny,NA,NA,4,ASL,1866,1871
696,Alexander Fiddes,NA,"1,870",4,ASL,1866,1870
698,Edwin Foxton Firby,NA,NA,4,ASL,1864,1871
699,Frederick Firebrace,NA,"1,917",4,ASL,1864,1871
701,James (1) Fischer,"1,832","1,873",4,ASL,1866,1869
702,Robert Fischer,NA,"1,911",4,ASL,1866,1871
703,Edward Gardiner Fishbourne,NA,NA,4,ASL,1865,1866
708,F H Fitzwilliam,NA,NA,4,ASL,1867,1868
710,George Fleming,"1,833","1,901",4,ASL,1863,1871
714,Alphonse de Fleuriot de Langle,"1,809","1,881",4,ASL,1868,1871
715,Walter Flight,"1,841","1,885",4,ASL,1863,1867
717,John Folhurst,NA,NA,4,ASL,1867,1867
721,Duncan W Forbes,NA,NA,4,ASL,1867,1869
722,W Forester,NA,NA,4,ASL,1865,1871
723,Joseph James Forrester,NA,NA,4,ASL,1863,1869
728,Balthazar Walter Foster,"1,840","1,913",4,ASL,1864,1867
729,M Foster,"1,836","1,907",4,ASL,1863,1865
733,William Henry Francklyne,NA,NA,4,ASL,1869,1871
735,Alexander Adolphus Fraser,NA,NA,4,ASL,1863,1867
736,Alexander Colvin Fraser,NA,NA,4,ASL,1866,1869
739,Henry Stanhope Freeman,"1,831","1,865",4,ASL,1864,1865
740,x Freme,NA,NA,4,ASL,1864,1867
741,Sydney French,NA,NA,4,ASL,1868,1868
742,H  Albert Freuler,NA,NA,4,ASL,1863,1867
745,Anton Fritsch,"1,832","1,913",4,ASL,1863,1871
746,Danby Palmer Fry,"1,818","1,903",4,ASL,1863,1864
747,Stephen D Fuller,"1,839","1,912",4,ASL,1863,1871
749,Michael Cudmore Furnell,"1,829","1,888",4,ASL,1865,1871
751,Paolo Gaddi,"1,806",NA,4,ASL,1868,1871
752,Richard M Gage,NA,NA,4,ASL,1865,1869
756,Antonio Garbiglietti,"1,807","1,887",4,ASL,1868,1871
757,Felix Garden,NA,NA,4,ASL,1868,1869
758,John Gardiner,"1,814","1,868",4,ASL,1866,1868
760,Charles Henry Gardner,NA,"1,872",4,ASL,1864,1871
764,William H Garrett,NA,NA,4,ASL,1863,1866
767,Charles Henry Gatty,"1,836","1,903",4,ASL,1863,1864
768,J Gaus,NA,NA,4,ASL,1866,1869
770,David Gay,"1,826",NA,4,ASL,1864,1867
771,Alex  Nidda Genthe,NA,"1,870",4,ASL,1866,1870
772,x Georgei,NA,NA,4,ASL,1863,1866
773,Paul Gervais,"1,816","1,879",4,ASL,1863,1871
774,George Duncan Gibb,"1,821","1,876",4,ASL,1863,1871
775,Craig Gibson,"1,813","1,874",4,ASL,1863,1871
776,George Stacey Gibson,"1,818","1,883",4,ASL,1864,1866
778,Enrico Hillyer Giglioli,"1,845","1,909",4,ASL,1863,1871
779,Joseph Gill,NA,NA,4,ASL,1866,1868
782,Andrew Gilmour,NA,"1,910",4,ASL,1865,1869
783,x Giraldes,"1,808","1,875",4,ASL,1863,1871
786,Spyridon Glaucopides,NA,NA,4,ASL,1863,1871
788,J  S  Stuart Glennie,"1,841","1,910",4,ASL,1864,1867
789,John Hawley Glover,"1,829","1,885",4,ASL,1865,1869
791,Edwin Goadby,"1,837",NA,4,ASL,1865,1869
792,x Gobineau,"1,816","1,882",4,ASL,1864,1871
793,William Goddard,"1,839","1,907",4,ASL,1866,1867
794,Thomas Godrich,NA,NA,4,ASL,1868,1869
795,Augustus Goldsmid,"1,818","1,874",4,ASL,1865,1871
798,Thomas Gooch,NA,NA,4,ASL,1863,1866
799,William Gooch,NA,NA,4,ASL,1864,1864
800,Charles Rowland Goodman,NA,NA,4,ASL,1867,1871
801,Arthur Gordon Gordon,NA,NA,4,ASL,1865,1867
802,Richard Thomas Gore,"1,799","1,881",4,ASL,1863,1869
803,A L  (pere) Gosse,"1,791","1,873",4,ASL,1863,1869
804,Hippolyte-Jean Gosse,"1,834","1,901",4,ASL,1863,1871
806,Charles Edward Gover,"1,835","1,872",4,ASL,1867,1869
807,James Gowans,"1,821","1,890",4,ASL,1866,1871
812,Pierre Gratiolet,"1,815","1,865",4,ASL,1863,1865
813,John Grattan,NA,NA,4,ASL,1865,1869
814,Ryves William Graves,NA,"1,882",4,ASL,1867,1871
815,John Grayling,NA,NA,4,ASL,1867,1868
816,Frederick Green,NA,NA,4,ASL,1865,1868
817,Frederick King Green,"1,842","1,915",4,ASL,1869,1871
818,George Courthope Green,NA,"1,875",4,ASL,1867,1871
819,Sidney Faithhorn Green,"1,841","1,916",4,ASL,1863,1866
823,Henry Greenway,NA,NA,4,ASL,1867,1867
824,William Greenwell,"1,820","1,918",4,ASL,1865,1869
825,Edward Greey,"1,835","1,888",4,ASL,1867,1868
827,Alexander Gregg,"1,819","1,893",4,ASL,1867,1870
828,Walter Gregor,"1,825","1,897",4,ASL,1863,1871
829,J R Gregory,NA,NA,4,ASL,1863,1867
834,H G Gridley,"1,820",NA,4,ASL,1865,1866
835,Frederick Griffin,"1,813","1,885",4,ASL,1865,1870
836,Lepel Griffin,"1,838","1,908",4,ASL,1866,1871
839,Francis Griffiths,NA,NA,4,ASL,1865,1870
842,James Oliff Griffits,"1,821",NA,4,ASL,1864,1871
846,Charles Groves,"1,793","1,866",4,ASL,1863,1866
847,Joseph Tatton Russell Groves,NA,NA,4,ASL,1865,1866
850,John Gunn,"1,801","1,890",4,ASL,1868,1870
851,Henry Francis Jeune Guppy,NA,NA,4,ASL,1863,1867
852,Samuel Guppy,"1,790","1,875",4,ASL,1866,1869
858,Johann Georg Hahn,NA,NA,4,ASL,1867,1871
863,Ernst Hallier,"1,831","1,904",4,ASL,1869,1871
868,C D Hammond,NA,NA,4,ASL,1863,1865
869,William Alexander Hammond,"1,828","1,900",4,ASL,1868,1871
870,Henry Fletcher Hance,"1,827","1,886",4,ASL,1866,1871
871,H J B Hancock,NA,NA,4,ASL,1864,1867
872,James Ronaldson Handyside,"1,798","1,873",4,ASL,1865,1871
874,Richard Davis Hanson,"1,805","1,876",4,ASL,1870,1871
875,Edward B Harbour,NA,"1,865",4,ASL,1865,1865
876,Clarence Harcourt,NA,"1,909",4,ASL,1864,1871
878,Charles Harding,NA,NA,4,ASL,1865,1869
879,William Harding,"1,809","1,890",4,ASL,1865,1871
880,William Hardman,"1,828","1,890",4,ASL,1864,1870
881,Charles J Harland,NA,NA,4,ASL,1864,1867
882,Henry Harland,NA,NA,4,ASL,1867,1869
883,C E Harle,NA,NA,4,ASL,1867,1867
884,Thomas Harlin,"1,832","1,913",4,ASL,1864,1867
885,J A W Harper,NA,NA,4,ASL,1865,1868
886,Samuel Harraden,NA,NA,4,ASL,1865,1871
888,Arthur B Harris,NA,NA,4,ASL,1866,1871
890,James Penn Harris,"1,817","1,892",4,ASL,1867,1871
895,William Henry Harrison,"1,840","1,897",4,ASL,1868,1871
896,Alfred Edmund Harriss,NA,NA,4,ASL,1869,1871
897,Ernest Abraham Hart,"1,835","1,898",4,ASL,1865,1866
898,John Harvey,NA,NA,4,ASL,1865,1869
900,Frederick Augustus Haserick,"1,828","1,902",4,ASL,1866,1871
901,James Hastie,"1,848","1,897",4,ASL,1865,1867
903,Richard Haughton,"1,782","1,867",4,ASL,1864,1867
904,Samuel Foster Haven,"1,806","1,881",4,ASL,1867,1871
905,George Hawkins,NA,NA,4,ASL,1864,1871
909,W E Hay,NA,NA,4,ASL,1864,1867
912,Thomas Hayle,"1,808","1,886",4,ASL,1867,1869
914,William Stephens Hayward,"1,835","1,870",4,ASL,1870,1870
916,Edward Charles Healey,"1,845","1,906",4,ASL,1864,1871
917,Dunbar Isidore Heath,"1,816","1,888",4,ASL,1864,1871
918,G J D Heath,NA,"1,880",4,ASL,1869,1871
919,John Heaton,"1,818","1,897",4,ASL,1868,1869
920,Alexander Hector,"1,810","1,875",4,ASL,1865,1871
923,W G Helsby,"1,828","1,891",4,ASL,1863,1868
925,David Mitchell Henderson,NA,NA,4,ASL,1870,1871
926,P Henderson,NA,NA,4,ASL,1870,1871
928,Alfred Gutteres Henriques,"1,829","1,908",4,ASL,1865,1868
930,M H Henry,NA,NA,4,ASL,1867,1871
933,John Mason Hepworth,NA,NA,4,ASL,1863,1871
934,Henry A Hertz,NA,NA,4,ASL,1869,1869
935,Maximilian Herz,"1,837","1,890",4,ASL,1865,1871
936,Matthew Heslop,NA,NA,4,ASL,1870,1871
937,T P Heslop,NA,NA,4,ASL,1865,1867
939,Jonas B Hewitt,NA,NA,4,ASL,1868,1869
940,Alfred Hewlett,"1,831","1,918",4,ASL,1863,1871
942,James Higgin,NA,NA,4,ASL,1863,1871
943,Alfred Higgins,NA,NA,4,ASL,1863,1871
945,x Hildebrand,"1,838","1,925",4,ASL,1867,1871
947,Dallas Hill,NA,NA,4,ASL,1866,1871
948,George Hill,NA,NA,4,ASL,1865,1867
949,L  Doake Hill,NA,NA,4,ASL,1867,1867
951,R  Harvey Hilliard,NA,NA,4,ASL,1870,1871
952,J Hillier,NA,NA,4,ASL,1864,1866
953,x Hincks,"1,794","1,871",4,ASL,1863,1871
955,Benjamin Hinde,NA,NA,4,ASL,1866,1869
957,George T Hine,NA,NA,4,ASL,1864,1867
958,August Hirsch,"1,817","1,894",4,ASL,1869,1869
959,Wilhelm His,"1,831","1,904",4,ASL,1864,1871
961,W Hitchman,"1,817","1,889",4,ASL,1865,1866
963,W G E Hobbs,NA,NA,4,ASL,1864,1871
964,F H Hobler,NA,NA,4,ASL,1865,1866
965,von Hochstetter,"1,829","1,884",4,ASL,1863,1871
966,Thomas Hodge,NA,NA,4,ASL,1863,1867
968,Brian Houghton Hodgson,"1,801","1,894",4,ASL,1863,1871
970,"x Hoeven, Van der","1,801","1,868",4,ASL,1863,1868
971,Carl Alphonse Hoffman,NA,NA,4,ASL,1870,1871
974,Jennings Holgate,NA,NA,4,ASL,1866,1871
975,James Holland,NA,NA,4,ASL,1864,1866
979,William Holmes,NA,NA,4,ASL,1865,1869
980,H  le Hon,"1,809","1,872",4,ASL,1868,1871
981,T H Hood,NA,NA,4,ASL,1865,1867
985,James Hope,NA,NA,4,ASL,1870,1871
986,John Baker Hopkins,"1,830","1,888",4,ASL,1866,1867
987,W J S Horton,NA,NA,4,ASL,1863,1868
989,Henry Hotze,"1,833","1,887",4,ASL,1863,1869
990,x Houghton,"1,809","1,885",4,ASL,1865,1869
991,Alfred Robert Houghton,NA,NA,4,ASL,1867,1871
992,Edward Price Houghton,NA,NA,4,ASL,1863,1871
994,Frederick Hovenden,"1,838","1,911",4,ASL,1868,1871
996,C F Howard,NA,NA,4,ASL,1863,1863
997,W T Howard,NA,NA,4,ASL,1865,1871
998,H W Howarth,NA,NA,4,ASL,1866,1868
999,Oswald Bloomfield Howell,NA,NA,4,ASL,1868,1869
1001,Charles William Hoyland,"1,808","1,889",4,ASL,1867,1871
1003,F Hudson,NA,NA,4,ASL,1864,1869
1004,Henry Hudson,NA,"1,889",4,ASL,1864,1871
1005,Robinson Hudson,NA,"1,867",4,ASL,1866,1867
1006,Richard Hughes,"1,836","1,902",4,ASL,1865,1866
1009,Hamilton J Hulcee,NA,NA,4,ASL,1868,1870
1010,Thomas Humble,NA,"1,878",4,ASL,1865,1868
1012,Augustus H Hunt,"1,849",NA,4,ASL,1864,1869
1013,George S  Lennon Hunt,NA,NA,4,ASL,1863,1870
1014,James Hunt,"1,833","1,869",4,ASL,1863,1869
1015,John (1) Hunt,NA,NA,4,ASL,1863,1867
1020,G A Hutchinson,NA,NA,4,ASL,1865,1869
1021,Jonathan Hutchinson,"1,828","1,913",4,ASL,1863,1871
1024,Thomas Henry Huxley,"1,825","1,895",4,ASL,1863,1871
1025,Josef Hyrtl,"1,810","1,894",4,ASL,1863,1871
1026,Walter Hyslop,NA,NA,4,ASL,1865,1866
1028,Joseph Ince,"1,826","1,907",4,ASL,1867,1869
1033,A Ioannides,NA,NA,4,ASL,1863,1869
1039,George James Ivey,NA,NA,4,ASL,1865,1867
1040,Frederick R Izard,NA,NA,4,ASL,1864,1866
1042,Henry (the father) Jackson,"1,806","1,866",4,ASL,1863,1866
1043,Henry (the son) Jackson,"1,839","1,921",4,ASL,1866,1871
1044,Henry Willan Jackson,"1,842","1,914",4,ASL,1865,1867
1045,Henry William (1) Jackson,NA,NA,4,ASL,1863,1871
1046,J  Hughlings Jackson,"1,835","1,911",4,ASL,1863,1864
1047,J W Jackson,NA,"1,872",4,ASL,1863,1871
1049,Le Grand Jacob,"1,805","1,881",4,ASL,1864,1866
1051,George Alexander James,NA,"1,868",4,ASL,1867,1868
1052,Horatio Gay James,NA,NA,4,ASL,1865,1871
1055,William Jardine,"1,800","1,874",4,ASL,1863,1866
1056,John Jarratt,NA,NA,4,ASL,1863,1866
1058,Frederick John Jeffery,NA,NA,4,ASL,1869,1871
1059,William S Jeffery,NA,NA,4,ASL,1864,1868
1061,Charles Jellicoe,"1,804","1,882",4,ASL,1864,1867
1062,Newton Edward Jennings,"1,840","1,901",4,ASL,1865,1866
1063,William Jennings,"1,847","1,927",4,ASL,1864,1871
1064,Leonard Jenyns LATER Blomefield,"1,800","1,893",4,ASL,1863,1871
1065,William Jepson,NA,NA,4,ASL,1867,1871
1066,C Jervise,NA,NA,4,ASL,1864,1865
1067,Henry Edward Jessop,NA,NA,4,ASL,1865,1869
1068,Augustus Jessopp,"1,823","1,914",4,ASL,1864,1866
1070,George Curling Joad,"1,837","1,881",4,ASL,1865,1871
1072,Arthur Johnson,NA,NA,4,ASL,1869,1871
1073,Henry Johnson,NA,NA,4,ASL,1864,1867
1074,Henry James Johnson,NA,NA,4,ASL,1864,1867
1075,Henry Moreton Johnson,NA,NA,4,ASL,1865,1867
